project_id,student_id,supervisor_id,title,category,status,year_published,dataset_available
273,273,74,Clinical Outcomes of Transfusion Medicine in Experimental,Transfusion Medicine,Completed,2024,No
274,274,35,Genetic Factors Influencing Blood Disorders in Pediatric,Blood Disorders,Completed,2021,No
275,275,96,Epidemiology of Sickle Cell Disease in Experimental Populations,Sickle Cell Disease,Completed,2023,Yes
276,276,95,Advances in Transfusion Medicine for Pediatric Management,Transfusion Medicine,Completed,2021,No
277,277,26,Correlation between Stem Cell Research and Pediatric in Pediatric,Stem Cell Research,Completed,2023,No
278,278,93,Molecular Mechanisms of Transfusion Medicine in Hospital Patients,Transfusion Medicine,Ongoing,2023,Yes
279,279,1,Advances in Laboratory Hematology for Hospital Management,Laboratory Hematology,Ongoing,2024,No
280,280,92,Clinical Outcomes of Blood Disorders in Laboratory,Blood Disorders,Ongoing,2023,No
281,281,100,Advances in Transfusion Medicine for Hospital Management,Transfusion Medicine,Ongoing,2021,Yes
282,282,26,Impact of Laboratory Hematology Protocols on Pediatric Outcomes,Laboratory Hematology,Ongoing,2024,No
283,283,51,Molecular Mechanisms of Immunohematology in Experimental Patients,Immunohematology,Ongoing,2022,Yes
284,284,84,Molecular Mechanisms of Hematologic Malignancies in Community Patients,Hematologic Malignancies,Completed,2021,Yes
285,285,11,Clinical Outcomes of Transfusion Medicine in Pediatric,Transfusion Medicine,Ongoing,2022,Yes
286,286,61,Molecular Mechanisms of Blood Disorders in Community Patients,Blood Disorders,Ongoing,2024,No
287,287,25,Evaluation of Sickle Cell Disease Techniques in Pediatric,Sickle Cell Disease,Ongoing,2024,No
288,288,5,Impact of Blood Disorders Protocols on Hospital Outcomes,Blood Disorders,Completed,2023,Yes
289,289,23,Correlation between Sickle Cell Disease and Experimental in Hospital,Sickle Cell Disease,Completed,2022,Yes
290,290,87,Evaluation of Blood Disorders Techniques in Hospital,Blood Disorders,Ongoing,2023,No
291,291,21,Molecular Mechanisms of Laboratory Hematology in Adult Patients,Laboratory Hematology,Completed,2022,Yes
292,292,18,Evaluation of Hematologic Malignancies Techniques in Adult,Hematologic Malignancies,Completed,2022,Yes
293,293,65,Advances in Hematologic Malignancies for Pediatric Management,Hematologic Malignancies,Completed,2023,No
294,294,66,Impact of Immunohematology Protocols on Pediatric Outcomes,Immunohematology,Completed,2021,No
295,295,52,Correlation between Sickle Cell Disease and Laboratory in Community,Sickle Cell Disease,Ongoing,2022,Yes
296,296,83,Epidemiology of Immunohematology in Laboratory Populations,Immunohematology,Ongoing,2023,No
297,297,47,Correlation between Immunohematology and Pediatric in Pediatric,Immunohematology,Completed,2021,Yes
298,298,8,Advances in Sickle Cell Disease for Experimental Management,Sickle Cell Disease,Ongoing,2023,No
299,299,61,Genetic Factors Influencing Blood Disorders in Community,Blood Disorders,Completed,2024,No
300,300,93,Correlation between Transfusion Medicine and Hospital in Experimental,Transfusion Medicine,Completed,2024,Yes
301,301,64,Evaluation of Hematologic Malignancies Techniques in Community,Hematologic Malignancies,Completed,2022,No
302,302,57,Epidemiology of Transfusion Medicine in Hospital Populations,Transfusion Medicine,Ongoing,2024,Yes
303,303,15,Impact of Blood Disorders Protocols on Experimental Outcomes,Blood Disorders,Ongoing,2024,No
304,304,41,Correlation between Clinical Hematology and Pediatric in Experimental,Clinical Hematology,Completed,2023,No
305,305,17,Correlation between Blood Disorders and Laboratory in Experimental,Blood Disorders,Completed,2021,No
306,306,30,Epidemiology of Blood Disorders in Community Populations,Blood Disorders,Completed,2021,No
307,307,82,Clinical Outcomes of Clinical Hematology in Adult,Clinical Hematology,Ongoing,2022,No
308,308,100,Molecular Mechanisms of Blood Disorders in Adult Patients,Blood Disorders,Completed,2021,No
309,309,49,Epidemiology of Laboratory Hematology in Experimental Populations,Laboratory Hematology,Ongoing,2022,Yes
310,310,46,Genetic Factors Influencing Laboratory Hematology in Pediatric,Laboratory Hematology,Ongoing,2021,Yes
311,311,93,Evaluation of Stem Cell Research Techniques in Adult,Stem Cell Research,Ongoing,2024,Yes
312,312,23,Genetic Factors Influencing Blood Disorders in Laboratory,Blood Disorders,Ongoing,2022,No
313,313,27,Advances in Immunohematology for Adult Management,Immunohematology,Ongoing,2023,Yes
314,314,89,Genetic Factors Influencing Laboratory Hematology in Laboratory,Laboratory Hematology,Completed,2022,No
315,315,53,Genetic Factors Influencing Laboratory Hematology in Adult,Laboratory Hematology,Ongoing,2022,Yes
316,316,56,Correlation between Blood Disorders and Community in Community,Blood Disorders,Ongoing,2024,No
317,317,69,Genetic Factors Influencing Blood Disorders in Hospital,Blood Disorders,Completed,2023,Yes
318,318,40,Evaluation of Blood Disorders Techniques in Community,Blood Disorders,Completed,2023,No
319,319,63,Clinical Outcomes of Sickle Cell Disease in Hospital,Sickle Cell Disease,Ongoing,2022,Yes
320,320,43,Correlation between Hematologic Malignancies and Hospital in Adult,Hematologic Malignancies,Ongoing,2022,Yes
321,321,26,Impact of Clinical Hematology Protocols on Pediatric Outcomes,Clinical Hematology,Completed,2024,Yes
322,322,64,Correlation between Transfusion Medicine and Laboratory in Pediatric,Transfusion Medicine,Ongoing,2024,No
323,323,53,Impact of Stem Cell Research Protocols on Laboratory Outcomes,Stem Cell Research,Completed,2024,Yes
324,324,27,Genetic Factors Influencing Laboratory Hematology in Hospital,Laboratory Hematology,Ongoing,2021,Yes
325,325,33,Advances in Clinical Hematology for Adult Management,Clinical Hematology,Completed,2024,No
326,326,71,Clinical Outcomes of Immunohematology in Adult,Immunohematology,Completed,2023,Yes
327,327,23,Advances in Blood Disorders for Laboratory Management,Blood Disorders,Completed,2024,Yes
328,328,77,Evaluation of Laboratory Hematology Techniques in Experimental,Laboratory Hematology,Completed,2022,No
329,329,95,Impact of Stem Cell Research Protocols on Adult Outcomes,Stem Cell Research,Completed,2024,No
330,330,82,Impact of Sickle Cell Disease Protocols on Hospital Outcomes,Sickle Cell Disease,Ongoing,2024,Yes
331,331,48,Clinical Outcomes of Transfusion Medicine in Hospital,Transfusion Medicine,Completed,2022,No
332,332,41,Advances in Clinical Hematology for Community Management,Clinical Hematology,Ongoing,2022,Yes
333,333,68,Advances in Sickle Cell Disease for Community Management,Sickle Cell Disease,Ongoing,2021,No
334,334,31,Genetic Factors Influencing Clinical Hematology in Hospital,Clinical Hematology,Ongoing,2021,Yes
335,335,95,Correlation between Sickle Cell Disease and Hospital in Laboratory,Sickle Cell Disease,Completed,2022,No
336,336,67,Molecular Mechanisms of Immunohematology in Adult Patients,Immunohematology,Ongoing,2022,Yes
337,337,81,Correlation between Hematologic Malignancies and Hospital in Community,Hematologic Malignancies,Ongoing,2022,Yes
338,338,66,Clinical Outcomes of Stem Cell Research in Experimental,Stem Cell Research,Ongoing,2022,No
339,339,19,Impact of Hematologic Malignancies Protocols on Laboratory Outcomes,Hematologic Malignancies,Completed,2021,Yes
340,340,11,Evaluation of Blood Disorders Techniques in Experimental,Blood Disorders,Completed,2023,Yes
341,341,80,Clinical Outcomes of Sickle Cell Disease in Pediatric,Sickle Cell Disease,Ongoing,2024,No
342,342,21,Clinical Outcomes of Immunohematology in Hospital,Immunohematology,Completed,2021,Yes
343,343,97,Correlation between Immunohematology and Laboratory in Laboratory,Immunohematology,Ongoing,2024,Yes
344,344,73,Epidemiology of Clinical Hematology in Community Populations,Clinical Hematology,Ongoing,2024,No
345,345,84,Evaluation of Blood Disorders Techniques in Adult,Blood Disorders,Completed,2023,No
346,346,43,Impact of Transfusion Medicine Protocols on Adult Outcomes,Transfusion Medicine,Completed,2023,No
347,347,92,Genetic Factors Influencing Transfusion Medicine in Community,Transfusion Medicine,Completed,2023,No
348,348,40,Impact of Stem Cell Research Protocols on Experimental Outcomes,Stem Cell Research,Completed,2023,No
349,349,75,Evaluation of Immunohematology Techniques in Adult,Immunohematology,Ongoing,2022,No
350,350,4,Impact of Hematologic Malignancies Protocols on Experimental Outcomes,Hematologic Malignancies,Ongoing,2024,Yes
351,351,100,Correlation between Stem Cell Research and Hospital in Laboratory,Stem Cell Research,Ongoing,2023,No
352,352,15,Epidemiology of Stem Cell Research in Laboratory Populations,Stem Cell Research,Completed,2023,Yes
353,353,87,Evaluation of Sickle Cell Disease Techniques in Experimental,Sickle Cell Disease,Ongoing,2021,Yes
354,354,90,Genetic Factors Influencing Blood Disorders in Adult,Blood Disorders,Completed,2022,Yes
355,355,16,Genetic Factors Influencing Immunohematology in Hospital,Immunohematology,Ongoing,2023,Yes
356,356,31,Impact of Clinical Hematology Protocols on Laboratory Outcomes,Clinical Hematology,Ongoing,2024,No
357,357,65,Correlation between Hematologic Malignancies and Pediatric in Adult,Hematologic Malignancies,Ongoing,2021,Yes
358,358,2,Correlation between Transfusion Medicine and Experimental in Hospital,Transfusion Medicine,Completed,2023,Yes
359,359,91,Genetic Factors Influencing Sickle Cell Disease in Hospital,Sickle Cell Disease,Completed,2021,No
360,360,33,Genetic Factors Influencing Sickle Cell Disease in Pediatric,Sickle Cell Disease,Completed,2024,No
361,361,50,Genetic Factors Influencing Hematologic Malignancies in Laboratory,Hematologic Malignancies,Completed,2022,Yes
362,362,33,Epidemiology of Clinical Hematology in Adult Populations,Clinical Hematology,Completed,2022,No
363,363,13,Genetic Factors Influencing Stem Cell Research in Experimental,Stem Cell Research,Completed,2024,Yes
364,364,35,Impact of Clinical Hematology Protocols on Experimental Outcomes,Clinical Hematology,Completed,2023,Yes
365,365,58,Correlation between Clinical Hematology and Laboratory in Experimental,Clinical Hematology,Ongoing,2022,No
366,366,46,Correlation between Clinical Hematology and Experimental in Laboratory,Clinical Hematology,Ongoing,2022,No
367,367,92,Clinical Outcomes of Laboratory Hematology in Pediatric,Laboratory Hematology,Completed,2021,Yes
368,368,72,Genetic Factors Influencing Immunohematology in Adult,Immunohematology,Completed,2024,Yes
369,369,61,Molecular Mechanisms of Hematologic Malignancies in Experimental Patients,Hematologic Malignancies,Ongoing,2024,Yes
370,370,48,Correlation between Laboratory Hematology and Pediatric in Laboratory,Laboratory Hematology,Completed,2024,Yes
371,371,61,Molecular Mechanisms of Sickle Cell Disease in Community Patients,Sickle Cell Disease,Completed,2021,No
372,372,82,Epidemiology of Transfusion Medicine in Pediatric Populations,Transfusion Medicine,Completed,2024,Yes
373,373,35,Correlation between Laboratory Hematology and Pediatric in Hospital,Laboratory Hematology,Ongoing,2021,Yes
374,374,85,Impact of Transfusion Medicine Protocols on Community Outcomes,Transfusion Medicine,Ongoing,2021,No
375,375,13,Epidemiology of Stem Cell Research in Pediatric Populations,Stem Cell Research,Ongoing,2022,No
376,376,96,Molecular Mechanisms of Stem Cell Research in Community Patients,Stem Cell Research,Ongoing,2021,No
377,377,87,Impact of Immunohematology Protocols on Laboratory Outcomes,Immunohematology,Completed,2023,Yes
378,378,31,Impact of Transfusion Medicine Protocols on Experimental Outcomes,Transfusion Medicine,Completed,2021,No
379,379,94,Advances in Hematologic Malignancies for Adult Management,Hematologic Malignancies,Ongoing,2021,Yes
380,380,10,Epidemiology of Sickle Cell Disease in Community Populations,Sickle Cell Disease,Completed,2024,Yes
381,381,14,Molecular Mechanisms of Stem Cell Research in Adult Patients,Stem Cell Research,Ongoing,2022,No
382,382,92,Molecular Mechanisms of Laboratory Hematology in Community Patients,Laboratory Hematology,Ongoing,2022,No
383,383,85,Evaluation of Laboratory Hematology Techniques in Community,Laboratory Hematology,Completed,2022,No
384,384,6,Molecular Mechanisms of Immunohematology in Pediatric Patients,Immunohematology,Ongoing,2024,No
385,385,79,Molecular Mechanisms of Sickle Cell Disease in Experimental Patients,Sickle Cell Disease,Completed,2024,Yes
386,386,29,Epidemiology of Clinical Hematology in Experimental Populations,Clinical Hematology,Completed,2024,No
387,387,81,Epidemiology of Hematologic Malignancies in Community Populations,Hematologic Malignancies,Ongoing,2021,Yes
388,388,88,Advances in Clinical Hematology for Pediatric Management,Clinical Hematology,Completed,2021,No
389,389,47,Clinical Outcomes of Sickle Cell Disease in Experimental,Sickle Cell Disease,Ongoing,2021,No
390,390,76,Clinical Outcomes of Stem Cell Research in Adult,Stem Cell Research,Ongoing,2021,No
391,391,55,Impact of Stem Cell Research Protocols on Pediatric Outcomes,Stem Cell Research,Ongoing,2021,Yes
392,392,45,Advances in Transfusion Medicine for Community Management,Transfusion Medicine,Completed,2022,No
393,393,80,Molecular Mechanisms of Stem Cell Research in Hospital Patients,Stem Cell Research,Completed,2021,Yes
394,394,96,Evaluation of Transfusion Medicine Techniques in Pediatric,Transfusion Medicine,Completed,2023,Yes
395,395,9,Clinical Outcomes of Hematologic Malignancies in Community,Hematologic Malignancies,Completed,2023,No
396,396,52,Evaluation of Sickle Cell Disease Techniques in Hospital,Sickle Cell Disease,Ongoing,2024,No
397,397,50,Impact of Clinical Hematology Protocols on Hospital Outcomes,Clinical Hematology,Ongoing,2021,No
398,398,21,Impact of Hematologic Malignancies Protocols on Community Outcomes,Hematologic Malignancies,Completed,2023,Yes
399,399,89,Advances in Laboratory Hematology for Pediatric Management,Laboratory Hematology,Completed,2021,Yes
400,400,10,Genetic Factors Influencing Laboratory Hematology in Experimental,Laboratory Hematology,Ongoing,2023,Yes
401,401,24,Clinical Outcomes of Hematologic Malignancies in Experimental,Hematologic Malignancies,Completed,2022,No
402,402,34,Molecular Mechanisms of Hematologic Malignancies in Laboratory Patients,Hematologic Malignancies,Ongoing,2021,Yes
403,403,63,Evaluation of Immunohematology Techniques in Pediatric,Immunohematology,Ongoing,2021,Yes
404,404,96,Impact of Clinical Hematology Protocols on Adult Outcomes,Clinical Hematology,Ongoing,2022,Yes
405,405,23,Advances in Stem Cell Research for Hospital Management,Stem Cell Research,Ongoing,2022,Yes
406,406,83,Epidemiology of Sickle Cell Disease in Pediatric Populations,Sickle Cell Disease,Ongoing,2021,Yes
407,407,30,Evaluation of Stem Cell Research Techniques in Community,Stem Cell Research,Ongoing,2021,Yes
408,408,57,Genetic Factors Influencing Clinical Hematology in Pediatric,Clinical Hematology,Completed,2023,Yes
409,409,30,Clinical Outcomes of Laboratory Hematology in Experimental,Laboratory Hematology,Completed,2022,Yes
410,410,42,Correlation between Stem Cell Research and Hospital in Experimental,Stem Cell Research,Ongoing,2024,No
411,411,58,Impact of Laboratory Hematology Protocols on Adult Outcomes,Laboratory Hematology,Ongoing,2022,No
412,412,25,Clinical Outcomes of Clinical Hematology in Experimental,Clinical Hematology,Ongoing,2023,Yes
413,413,32,Epidemiology of Blood Disorders in Laboratory Populations,Blood Disorders,Ongoing,2023,Yes
414,414,78,Epidemiology of Hematologic Malignancies in Experimental Populations,Hematologic Malignancies,Ongoing,2024,No
415,415,6,Epidemiology of Stem Cell Research in Community Populations,Stem Cell Research,Completed,2021,Yes
416,416,35,Molecular Mechanisms of Blood Disorders in Pediatric Patients,Blood Disorders,Completed,2023,Yes
417,417,55,Advances in Transfusion Medicine for Experimental Management,Transfusion Medicine,Ongoing,2024,No
418,418,9,Genetic Factors Influencing Clinical Hematology in Community,Clinical Hematology,Ongoing,2022,Yes
419,419,36,Clinical Outcomes of Transfusion Medicine in Adult,Transfusion Medicine,Ongoing,2021,Yes
420,420,63,Impact of Clinical Hematology Protocols on Community Outcomes,Clinical Hematology,Ongoing,2024,No
421,421,87,Epidemiology of Sickle Cell Disease in Hospital Populations,Sickle Cell Disease,Completed,2021,No
422,422,96,Impact of Immunohematology Protocols on Community Outcomes,Immunohematology,Ongoing,2022,No
423,423,55,Molecular Mechanisms of Immunohematology in Community Patients,Immunohematology,Ongoing,2022,Yes
424,424,1,Epidemiology of Laboratory Hematology in Laboratory Populations,Laboratory Hematology,Completed,2021,Yes
425,425,21,Impact of Immunohematology Protocols on Experimental Outcomes,Immunohematology,Completed,2022,No
426,426,74,Genetic Factors Influencing Hematologic Malignancies in Community,Hematologic Malignancies,Completed,2021,Yes
427,427,4,Genetic Factors Influencing Immunohematology in Experimental,Immunohematology,Completed,2023,Yes
428,428,53,Advances in Laboratory Hematology for Laboratory Management,Laboratory Hematology,Ongoing,2023,No
429,429,38,Advances in Stem Cell Research for Pediatric Management,Stem Cell Research,Ongoing,2022,No
430,430,84,Epidemiology of Transfusion Medicine in Adult Populations,Transfusion Medicine,Ongoing,2022,No
431,431,38,Advances in Immunohematology for Experimental Management,Immunohematology,Ongoing,2023,Yes
432,432,96,Impact of Hematologic Malignancies Protocols on Pediatric Outcomes,Hematologic Malignancies,Completed,2023,No
433,433,88,Clinical Outcomes of Transfusion Medicine in Experimental,Transfusion Medicine,Ongoing,2021,No
434,434,76,Genetic Factors Influencing Blood Disorders in Pediatric,Blood Disorders,Completed,2023,Yes
435,435,11,Epidemiology of Sickle Cell Disease in Experimental Populations,Sickle Cell Disease,Completed,2022,Yes
436,436,35,Advances in Transfusion Medicine for Pediatric Management,Transfusion Medicine,Ongoing,2021,Yes
437,437,73,Correlation between Stem Cell Research and Pediatric in Pediatric,Stem Cell Research,Ongoing,2022,No
438,438,55,Molecular Mechanisms of Transfusion Medicine in Hospital Patients,Transfusion Medicine,Ongoing,2021,Yes
439,439,32,Advances in Laboratory Hematology for Hospital Management,Laboratory Hematology,Completed,2024,Yes
440,440,32,Clinical Outcomes of Blood Disorders in Laboratory,Blood Disorders,Completed,2021,No
441,441,29,Advances in Transfusion Medicine for Hospital Management,Transfusion Medicine,Ongoing,2022,No
442,442,22,Impact of Laboratory Hematology Protocols on Pediatric Outcomes,Laboratory Hematology,Completed,2021,Yes
443,443,21,Molecular Mechanisms of Immunohematology in Experimental Patients,Immunohematology,Ongoing,2024,No
444,444,100,Molecular Mechanisms of Hematologic Malignancies in Community Patients,Hematologic Malignancies,Completed,2021,No
445,445,22,Clinical Outcomes of Transfusion Medicine in Pediatric,Transfusion Medicine,Completed,2024,Yes
446,446,91,Molecular Mechanisms of Blood Disorders in Community Patients,Blood Disorders,Ongoing,2021,Yes
447,447,96,Evaluation of Sickle Cell Disease Techniques in Pediatric,Sickle Cell Disease,Completed,2024,No
448,448,94,Impact of Blood Disorders Protocols on Hospital Outcomes,Blood Disorders,Ongoing,2023,Yes
449,449,18,Correlation between Sickle Cell Disease and Experimental in Hospital,Sickle Cell Disease,Completed,2022,No
450,450,68,Evaluation of Blood Disorders Techniques in Hospital,Blood Disorders,Completed,2022,Yes
451,451,71,Molecular Mechanisms of Laboratory Hematology in Adult Patients,Laboratory Hematology,Ongoing,2023,Yes
452,452,36,Evaluation of Hematologic Malignancies Techniques in Adult,Hematologic Malignancies,Ongoing,2023,Yes
453,453,29,Advances in Hematologic Malignancies for Pediatric Management,Hematologic Malignancies,Ongoing,2023,Yes
454,454,36,Impact of Immunohematology Protocols on Pediatric Outcomes,Immunohematology,Ongoing,2023,Yes
455,455,64,Correlation between Sickle Cell Disease and Laboratory in Community,Sickle Cell Disease,Completed,2021,No
456,456,2,Epidemiology of Immunohematology in Laboratory Populations,Immunohematology,Ongoing,2021,No
457,457,96,Correlation between Immunohematology and Pediatric in Pediatric,Immunohematology,Ongoing,2024,Yes
458,458,35,Advances in Sickle Cell Disease for Experimental Management,Sickle Cell Disease,Ongoing,2024,Yes
459,459,53,Genetic Factors Influencing Blood Disorders in Community,Blood Disorders,Completed,2023,Yes
460,460,76,Correlation between Transfusion Medicine and Hospital in Experimental,Transfusion Medicine,Completed,2021,No
461,461,74,Evaluation of Hematologic Malignancies Techniques in Community,Hematologic Malignancies,Ongoing,2022,Yes
462,462,8,Epidemiology of Transfusion Medicine in Hospital Populations,Transfusion Medicine,Completed,2022,Yes
463,463,50,Impact of Blood Disorders Protocols on Experimental Outcomes,Blood Disorders,Ongoing,2024,No
464,464,23,Correlation between Clinical Hematology and Pediatric in Experimental,Clinical Hematology,Ongoing,2021,Yes
465,465,27,Correlation between Blood Disorders and Laboratory in Experimental,Blood Disorders,Completed,2022,No
466,466,95,Epidemiology of Blood Disorders in Community Populations,Blood Disorders,Ongoing,2023,Yes
467,467,43,Clinical Outcomes of Clinical Hematology in Adult,Clinical Hematology,Ongoing,2023,No
468,468,48,Molecular Mechanisms of Blood Disorders in Adult Patients,Blood Disorders,Ongoing,2022,Yes
469,469,99,Epidemiology of Laboratory Hematology in Experimental Populations,Laboratory Hematology,Ongoing,2024,No
470,470,54,Genetic Factors Influencing Laboratory Hematology in Pediatric,Laboratory Hematology,Ongoing,2021,No
471,471,48,Evaluation of Stem Cell Research Techniques in Adult,Stem Cell Research,Completed,2021,Yes
472,472,59,Genetic Factors Influencing Blood Disorders in Laboratory,Blood Disorders,Ongoing,2023,Yes
473,473,16,Advances in Immunohematology for Adult Management,Immunohematology,Completed,2022,No
474,474,53,Genetic Factors Influencing Laboratory Hematology in Laboratory,Laboratory Hematology,Ongoing,2022,No
475,475,27,Genetic Factors Influencing Laboratory Hematology in Adult,Laboratory Hematology,Completed,2024,Yes
476,476,59,Correlation between Blood Disorders and Community in Community,Blood Disorders,Ongoing,2024,Yes
477,477,65,Genetic Factors Influencing Blood Disorders in Hospital,Blood Disorders,Completed,2023,No
478,478,49,Evaluation of Blood Disorders Techniques in Community,Blood Disorders,Completed,2021,No
479,479,20,Clinical Outcomes of Sickle Cell Disease in Hospital,Sickle Cell Disease,Ongoing,2023,Yes
480,480,99,Correlation between Hematologic Malignancies and Hospital in Adult,Hematologic Malignancies,Ongoing,2021,Yes
481,481,7,Impact of Clinical Hematology Protocols on Pediatric Outcomes,Clinical Hematology,Ongoing,2021,No
482,482,88,Correlation between Transfusion Medicine and Laboratory in Pediatric,Transfusion Medicine,Completed,2023,No
483,483,9,Impact of Stem Cell Research Protocols on Laboratory Outcomes,Stem Cell Research,Completed,2023,No
484,484,100,Genetic Factors Influencing Laboratory Hematology in Hospital,Laboratory Hematology,Completed,2023,Yes
485,485,86,Advances in Clinical Hematology for Adult Management,Clinical Hematology,Ongoing,2024,No
486,486,32,Clinical Outcomes of Immunohematology in Adult,Immunohematology,Ongoing,2021,Yes
487,487,21,Advances in Blood Disorders for Laboratory Management,Blood Disorders,Completed,2023,Yes
488,488,47,Evaluation of Laboratory Hematology Techniques in Experimental,Laboratory Hematology,Ongoing,2023,No
489,489,90,Impact of Stem Cell Research Protocols on Adult Outcomes,Stem Cell Research,Completed,2023,No
490,490,95,Impact of Sickle Cell Disease Protocols on Hospital Outcomes,Sickle Cell Disease,Completed,2021,Yes
491,491,70,Clinical Outcomes of Transfusion Medicine in Hospital,Transfusion Medicine,Completed,2021,Yes
492,492,63,Advances in Clinical Hematology for Community Management,Clinical Hematology,Ongoing,2024,Yes
493,493,70,Advances in Sickle Cell Disease for Community Management,Sickle Cell Disease,Completed,2023,Yes
494,494,78,Genetic Factors Influencing Clinical Hematology in Hospital,Clinical Hematology,Ongoing,2022,Yes
495,495,24,Correlation between Sickle Cell Disease and Hospital in Laboratory,Sickle Cell Disease,Ongoing,2021,Yes
496,496,69,Molecular Mechanisms of Immunohematology in Adult Patients,Immunohematology,Completed,2021,No
497,497,19,Correlation between Hematologic Malignancies and Hospital in Community,Hematologic Malignancies,Ongoing,2024,No
498,498,69,Clinical Outcomes of Stem Cell Research in Experimental,Stem Cell Research,Completed,2021,No
499,499,77,Impact of Hematologic Malignancies Protocols on Laboratory Outcomes,Hematologic Malignancies,Completed,2022,No
500,500,48,Evaluation of Blood Disorders Techniques in Experimental,Blood Disorders,Completed,2023,Yes
501,501,27,Clinical Outcomes of Sickle Cell Disease in Pediatric,Sickle Cell Disease,Completed,2022,No
502,502,5,Clinical Outcomes of Immunohematology in Hospital,Immunohematology,Ongoing,2023,Yes
503,503,18,Correlation between Immunohematology and Laboratory in Laboratory,Immunohematology,Completed,2024,Yes
504,504,62,Epidemiology of Clinical Hematology in Community Populations,Clinical Hematology,Completed,2022,No
505,505,63,Evaluation of Blood Disorders Techniques in Adult,Blood Disorders,Completed,2022,Yes
506,506,6,Impact of Transfusion Medicine Protocols on Adult Outcomes,Transfusion Medicine,Completed,2024,No
507,507,78,Genetic Factors Influencing Transfusion Medicine in Community,Transfusion Medicine,Ongoing,2021,No
508,508,29,Impact of Stem Cell Research Protocols on Experimental Outcomes,Stem Cell Research,Ongoing,2022,Yes
509,509,92,Evaluation of Immunohematology Techniques in Adult,Immunohematology,Completed,2023,No
510,510,39,Impact of Hematologic Malignancies Protocols on Experimental Outcomes,Hematologic Malignancies,Ongoing,2022,No
511,511,43,Correlation between Stem Cell Research and Hospital in Laboratory,Stem Cell Research,Completed,2024,No
512,512,59,Epidemiology of Stem Cell Research in Laboratory Populations,Stem Cell Research,Ongoing,2022,Yes
513,513,52,Evaluation of Sickle Cell Disease Techniques in Experimental,Sickle Cell Disease,Completed,2022,Yes
514,514,23,Genetic Factors Influencing Blood Disorders in Adult,Blood Disorders,Completed,2024,No
515,515,18,Genetic Factors Influencing Immunohematology in Hospital,Immunohematology,Ongoing,2021,Yes
516,516,88,Impact of Clinical Hematology Protocols on Laboratory Outcomes,Clinical Hematology,Completed,2022,No
517,517,9,Correlation between Hematologic Malignancies and Pediatric in Adult,Hematologic Malignancies,Ongoing,2023,Yes
518,518,25,Correlation between Transfusion Medicine and Experimental in Hospital,Transfusion Medicine,Ongoing,2021,No
519,519,96,Genetic Factors Influencing Sickle Cell Disease in Hospital,Sickle Cell Disease,Completed,2024,No
520,520,84,Genetic Factors Influencing Sickle Cell Disease in Pediatric,Sickle Cell Disease,Completed,2022,Yes
521,521,35,Genetic Factors Influencing Hematologic Malignancies in Laboratory,Hematologic Malignancies,Ongoing,2023,No
522,522,77,Epidemiology of Clinical Hematology in Adult Populations,Clinical Hematology,Ongoing,2022,Yes
523,523,85,Genetic Factors Influencing Stem Cell Research in Experimental,Stem Cell Research,Completed,2021,Yes
524,524,25,Impact of Clinical Hematology Protocols on Experimental Outcomes,Clinical Hematology,Completed,2021,Yes
525,525,11,Correlation between Clinical Hematology and Laboratory in Experimental,Clinical Hematology,Completed,2021,No
526,526,79,Correlation between Clinical Hematology and Experimental in Laboratory,Clinical Hematology,Completed,2022,Yes
527,527,7,Clinical Outcomes of Laboratory Hematology in Pediatric,Laboratory Hematology,Ongoing,2021,No
528,528,28,Genetic Factors Influencing Immunohematology in Adult,Immunohematology,Ongoing,2021,Yes
529,529,77,Molecular Mechanisms of Hematologic Malignancies in Experimental Patients,Hematologic Malignancies,Ongoing,2021,Yes
530,530,5,Correlation between Laboratory Hematology and Pediatric in Laboratory,Laboratory Hematology,Ongoing,2024,No
531,531,55,Molecular Mechanisms of Sickle Cell Disease in Community Patients,Sickle Cell Disease,Completed,2022,No
532,532,67,Epidemiology of Transfusion Medicine in Pediatric Populations,Transfusion Medicine,Ongoing,2022,No
533,533,65,Correlation between Laboratory Hematology and Pediatric in Hospital,Laboratory Hematology,Ongoing,2023,Yes
534,534,34,Impact of Transfusion Medicine Protocols on Community Outcomes,Transfusion Medicine,Ongoing,2022,No
535,535,35,Epidemiology of Stem Cell Research in Pediatric Populations,Stem Cell Research,Completed,2024,No
536,536,99,Molecular Mechanisms of Stem Cell Research in Community Patients,Stem Cell Research,Completed,2021,No
537,537,24,Impact of Immunohematology Protocols on Laboratory Outcomes,Immunohematology,Completed,2024,Yes
538,538,39,Impact of Transfusion Medicine Protocols on Experimental Outcomes,Transfusion Medicine,Ongoing,2023,No
539,539,35,Advances in Hematologic Malignancies for Adult Management,Hematologic Malignancies,Ongoing,2024,Yes
540,540,48,Epidemiology of Sickle Cell Disease in Community Populations,Sickle Cell Disease,Completed,2021,No
541,541,44,Molecular Mechanisms of Stem Cell Research in Adult Patients,Stem Cell Research,Completed,2024,No
542,542,83,Molecular Mechanisms of Laboratory Hematology in Community Patients,Laboratory Hematology,Completed,2023,Yes
543,543,30,Evaluation of Laboratory Hematology Techniques in Community,Laboratory Hematology,Ongoing,2023,Yes
544,544,64,Molecular Mechanisms of Immunohematology in Pediatric Patients,Immunohematology,Ongoing,2023,No
